,text,author,replying_to
15809,@VinceSchilling @DelSchilling happy birthday !!,utenzil,VinceSchilling
15810,@VinceSchilling Happy Birthday!,DakotaCelt,VinceSchilling
15811,@VinceSchilling @twitter 😞 mine was yesterday and Twitter didn't wish me a happy birthday! But Happy birthday to you Vince,disneygoddes,VinceSchilling
15812,@VinceSchilling Happy Birthday Vince!,Sietewilliams,VinceSchilling
15813,"@VinceSchilling @DelSchilling @Nativetrailblaz @blogtalkradio A-ho! I'm home this afternoon, might call up &amp; wish Happy Birthday in voice😎",blur_girl,VinceSchilling
15814,"@VinceSchilling @DelSchilling @Nativetrailblaz Happy birthday Vincent, I hope you have a good one :)",KateVasey,VinceSchilling
15815,@VinceSchilling also willie mays. say hey. happy birthday! https://t.co/AIZHbj4oqM,Gluonsrule,VinceSchilling
15816,@VinceSchilling....HAPPY BIRTHDAY...MACHO MAN!  One of my favorite dude in the world! https://t.co/Fp33WTfYeS,FelipeRose7,VinceSchilling
15817,@VinceSchilling Happy Birthday!,TheSpazman,VinceSchilling
15818,@VinceSchilling Happy Birthday!,learnmath4us,VinceSchilling
15819,"@VinceSchilling happy bday! Hope you have a great one and that you and @DelSchilling keep up the awesome work work you two are doing, Nia:wa",Shawn_in_TO,VinceSchilling
15820,"@VinceSchilling Happy Birthday!!! Thanks for your incredible work. Here's to many, many more great years! 🎉🎁🎂",Honeybee22274,VinceSchilling
15821,@VinceSchilling Happy birthday. Keep up the great work getting our voices out there. 🎂📻,I_Journalism,VinceSchilling
15822,@VinceSchilling Happy Birthday Brother! wejadoligi (many blessings) https://t.co/otUTDn0FwN,tonyenos,VinceSchilling
15823,@VinceSchilling @DelSchilling @powhatannative 🎂 Happy Birthday Bahd! 🙌 🎉 🎈🎈🎈 https://t.co/zqL4PIyhjC,Sweet1Lexi,VinceSchilling
15824,@VinceSchilling Happy Birthday,Tuniekc,VinceSchilling
15825,@VinceSchilling @DelSchilling Can almost hear the stubbornness lol(I'm Capricorn!We are all Earth signs!)You two make my heart smile❤,powhatannative,VinceSchilling
15826,@VinceSchilling Happy happy birthday! And best wishes for many more to come,TheNicoleLynch,VinceSchilling
15827,"@VinceSchilling Happy birthday,hope you enjoy your day.",BOLLA67_,VinceSchilling
15828,@VinceSchilling happy birthday! I am going to email soon I swear. Gotta get you on show.,TracyFortShow,VinceSchilling
15829,@VinceSchilling We heard its your Birthday best wishes from the powwow committee.,SpokanePowwow,VinceSchilling
15830,@VinceSchilling @DelSchilling @google @twitter Happy Birthday!,PicsByGB,VinceSchilling
15831,@VinceSchilling Your welcome,RPGAlchemist,VinceSchilling
15832,@VinceSchilling Happy birthday!🎂🍾🎉💐👏🎁,RevMelanieNOLA,VinceSchilling
15833,"@VinceSchilling Awww, Happy Birthday, Vince! Thanks for everything.",geolinguistics,VinceSchilling
15834,@VinceSchilling Happy Birthday Vincent. Hope its a beautiful and blessed year for you and your family :),shazzer42000,VinceSchilling
15835,@VinceSchilling @DelSchilling @google @twitter @twitter Happy Birthday!,GrimTree,VinceSchilling
15836,@VinceSchilling Happy Birthday Vince‼️⚡️ 🎈🎉🎂🎉🎈 Have a great Weekend!,rezzhead,VinceSchilling
15837,@VinceSchilling happy birthday!  Be wild today! Have pie!,weslowik,VinceSchilling
15838,@VinceSchilling Happy Birthday! Have a god one!,wimalasirigolf,VinceSchilling
15839,@VinceSchilling Happy Birthday :),103amf,VinceSchilling
15840,@VinceSchilling happy birthday.,RPGAlchemist,VinceSchilling
15841,@VinceSchilling HAPPY BIRTHDAY brother. Hope you have an excellent day and many more to come.,hutchmichael197,VinceSchilling
15842,@VinceSchilling Happy Birthday Brother,layhaps,VinceSchilling
15843,"@VinceSchilling @DelSchilling Happy Birthday, Vince!",eughung,VinceSchilling
15844,@VinceSchilling @jfleck @BrianDaffron @CliffNative This article does nothing but give a voice to ignorant racists.,matthada,VinceSchilling
15845,@VinceSchilling @JSchim22 @schimmel23 @nyliberty both are great people .,JohnMulac,VinceSchilling
15846,@VinceSchilling @JSchim22 @schimmel23 @nyliberty sure do miss them playing ball at UofL for,JohnMulac,VinceSchilling
15847,@VinceSchilling @schimmel23 thank you so much!,JSchim22,VinceSchilling
15848,"@VinceSchilling @BrianDaffron @CliffNative So much ignorance and hate.  Please know that not all ""whites"" are like this.",Lakotasu,VinceSchilling
15849,@VinceSchilling soo cute! Happy early Birthday!! #Blessings and #GoodHealth 😊👍🏼,VioletL_Phoenix,VinceSchilling
15850,Filled with candy @VinceSchilling ?,LoraFisherPOV,VinceSchilling
15851,@VinceSchilling @BrianDaffron @CliffNative man reading those racist comments about Native Americans was really sad.,AleutianJones22,VinceSchilling
15852,@VinceSchilling Thanks so much hope to talk with you soon in the future,layhaps,VinceSchilling
15853,@VinceSchilling I wish the video version were online. I just watched it (at CBC) and that old woman is hilarious. SO CUTE,FuzzyWuzzyTO,VinceSchilling
15854,"@VinceSchilling Thanks Vince, I love the kid's game, just want the best for her, there's no more exciting player in the league, IMHO.  :)",WBBDaily,VinceSchilling
15855,@VinceSchilling Hey Vincent...wanna give this a boost? SUCH a great story! From the CBC:  https://t.co/aOkUnB7L3r,FuzzyWuzzyTO,VinceSchilling
15856,@VinceSchilling @nyliberty @schimmel23 Great article. Keep up the hard work so we can continue following. #OregonGirl,TBrentano,VinceSchilling
15857,"@VinceSchilling Nice article, but no mention of WHY she was traded? She's jeopardizing her career, showing up out of shape, 2 years running.",WBBDaily,VinceSchilling
15858,@VinceSchilling Han Solo... Cool.... And not dead by the way.  Lol,nativeopinion,VinceSchilling
15859,"@VinceSchilling &amp; also with you! 🤓 
nerd girl here- I may have told my barista ""help me, Obi-Wan, you're my only hope!""",theSarawithanH,VinceSchilling
15860,@VinceSchilling The source of who proposed the skulls from the parent group :( https://t.co/LFB1F3jRic,stanfordmom2,VinceSchilling
15861,@VinceSchilling @SophiaChihuahua. So darn cute! 💕,Sams3pups,VinceSchilling
15862,@Rays_World777 - The references to Walter Plecker are all substantiated and historically accurate.,VinceSchilling,VinceSchilling
15863,"@Rays_World777 that lived there ... I can assume, that the ""United States"" proper is far from the first melting pot. #WeAreAllRelated",VinceSchilling,VinceSchilling
15864,"@Rays_World777 I was not there over a 1,000 years ago - but assuredly peoples migrated across continents - but neglects Native peoples",VinceSchilling,VinceSchilling
15865,@VinceSchilling @Rays_World777 @xodanix3 @Heather28df honestly let's hear the words from their side,PocahontasofVa,VinceSchilling
15866,@VinceSchilling @DelSchilling @IconicImagery @indiancountry this is by far the biggest honor any publication has ever done me. Thank u ❤️,tonyenos,VinceSchilling
15867,@VinceSchilling @EC2SS @Nativetrailblaz can't wait to talk to u guys ❤️,tonyenos,VinceSchilling
15868,"@simaleerbg @Nativetrailblaz - episodes at https://t.co/8IEf9VNkBj &amp; our website is https://t.co/vPDElluozf
Musician? submit to #JuneJamz",VinceSchilling,VinceSchilling
15869,@VinceSchilling Right on! Thank you.,simaleerbg,VinceSchilling
15870,@simaleerbg check out the Weyanoke Association of Black Indians here in Virginia. Hugh &amp; Anita are wonderful folks - https://t.co/xNKaNJ7aTJ,VinceSchilling,VinceSchilling
15871,@VinceSchilling Always a pleasure to learn more about how our struggles are linked. To build bridges for the future.,simaleerbg,VinceSchilling
15872,@VinceSchilling  I see you live in Hampton Roads where I was born and raised. I keep looking for more info on Natives &amp; Maroons resistance.,simaleerbg,VinceSchilling
15873,@VinceSchilling @MichaelBucher I played your songs to friends . They wanted to know who and where I heard!  It blew them away!,fireyredhead57,VinceSchilling
15874,@VinceSchilling @tonyenos we're aw Jock Tamson's bairns 😊 We're all Jock Thomson's children,ron_mould,VinceSchilling
15875,@VinceSchilling - Many thanks Vince. Companion piece on @EC2SS Member @tonyenos to come too @WarmBathWater. @indiancountry,IconicImagery,VinceSchilling
15876,"@VinceSchilling Dawww, happy birthday @DelSchilling!",AvocadoParty,VinceSchilling
15877,"@VinceSchilling @DelSchilling little side note: she wrote it after watching a soccer game, but it's one of my 'power' songs, if you feel me.",Gluonsrule,VinceSchilling
15878,"@VinceSchilling @DelSchilling aww, happy birthday, del! this song was stuck in my head today. https://t.co/BDbMui9M7o",Gluonsrule,VinceSchilling
15879,@VinceSchilling @DelSchilling Happy Birthday :),103amf,VinceSchilling
15880,"@VinceSchilling Stay With Us Young Warriors, We Need You Here - #SuicidePrevention https://t.co/4uvLVY1CX7 https://t.co/DEEaek9zW4
Report shows dramatic increase in suicide rates in Indian Country https://t.co/QEhyR9SrFW https://t.co/53h6JgOD0D",MsRock4Ever,VinceSchilling
15881,@VinceSchilling @DelSchilling happy  birthday 💯,PernellThomas,VinceSchilling
15882,"@VinceSchilling Happy Birthday, @DelSchilling!",eughung,VinceSchilling
15883,@VinceSchilling @DelSchilling exactly! For me it's 0/99 it's the one she takes and sends me lol,Bitahnii,VinceSchilling
15884,"@VinceSchilling @Nativetrailblaz 0/ Oh, Dis one!!! https://t.co/14T7xL1zox #DearNativeYouth YES!!! #Str8N8v4LYF Style ✨💜\m/\m/ 💜✨",RoknRob121,VinceSchilling
15885,"@VinceSchilling @Nativetrailblaz 0/ Found dis one, too!!! https://t.co/PNxXs8q574 #Str8n8v4LYF Style ✨💜\m/\m/ 💜✨",RoknRob121,VinceSchilling
15886,@VinceSchilling @Nativetrailblaz 0/ This is Ryan Hiraoka also from da 808 https://t.co/0ZpeplKyfO #Str8N8v4LYF Style ✨💜\m/\m/ 💜✨,RoknRob121,VinceSchilling
15887,"@VinceSchilling @Nativetrailblaz 0/ This is Sudden Rush ""Hawaii 3000"" from da 808  https://t.co/4vekh51b6E #Str8N8v4LYF Style ✨💜\m/\m/💜✨",RoknRob121,VinceSchilling
15888,@VinceSchilling @Nativetrailblaz 0/ Can I nominate dis song &amp; Artist?https://t.co/smDeysTXfZ #Str8N8v4LYF Style ✨💜\m/\m/💜✨,RoknRob121,VinceSchilling
15889,@VinceSchilling @Nativetrailblaz 0/ Hui @BoNapoleon @ThisIsIrieLove @Def_i @Manny_Phesto @iakopomusic @earthguardianz Get ur submissions in!,RoknRob121,VinceSchilling
15890,@VinceSchilling @Nativetrailblaz 0/ Hui @BoNapoleon @ThisIsIrieLove @Def_i @Manny_Phesto @iakopomusic @earthguardianz Get ur submissions in!,RoknRob121,VinceSchilling
15891,@VinceSchilling @Nativetrailblaz 0/ Hui @DakotahPoitra @TallPaul612 @Jordantmusic @NahkoBear @hawanemusic @inezjasper Submit b4 da deadline!,RoknRob121,VinceSchilling
15892,"@VinceSchilling Hmmm, perhaps you've given me insight into some of my neighbours. Even more yikes. #HeebieJeebies #NeighbourhoodInsanityHole",murrjw,VinceSchilling
15893,@VinceSchilling thanks Vincent!,JeffreyVeregge,VinceSchilling
15894,@VinceSchilling not cool enough to hitch a lift decked out like those chaps 😁,awedgewood,VinceSchilling
15895,@VinceSchilling just came across it on Facebook. I'd give them a ride,awedgewood,VinceSchilling
15896,@VinceSchilling @greenspace01 fair enough. I was abused too. &amp; shame is the least of my problems,robtclements,VinceSchilling
15897,@VinceSchilling I am deeply saddened by his sudden leaving from our world. Too many lately and way too soon,fireyredhead57,VinceSchilling
15898,@VinceSchilling Exactly.,indianinthecity,VinceSchilling
15899,@VinceSchilling having worked at @Target I'd be more impressed if they paid their workers a fair wage.,speakfaithfully,VinceSchilling
15900,@VinceSchilling @JeffreyVeregge You can and will if you stop listening to those who can't and wont.,JimKing1,VinceSchilling
15901,"Don't let anyone tell you that you Can't.

You Can!

If you have a Friend that is a musician, support them.  Encourage them to Submit.",VinceSchilling,VinceSchilling
15902,"Please Note:

It's Okay if you even submit a song that you record yourself.  Your Talent will shine through!",VinceSchilling,VinceSchilling
15903,"@VinceSchilling as hard as it may be, ur the brave 1. I too hv gone thru it, just now writing abt it. I knw I hv to share my story w/my kids",SaltyBitahni,VinceSchilling
15904,"@VinceSchilling I say I am a #ProudSurvivor,Thanks for speaking up https://t.co/z5ghpMYPur",ikabas,VinceSchilling
15905,@VinceSchilling @DelSchilling Bless up and give thanks :) https://t.co/GVpCIdDNJJ,PinGDP,VinceSchilling
15906,"@VinceSchilling Thank you for having the courage to share. Respect. As a mother of sons, I realize I need to discuss this with them more. ♡",EmBrSmith6,VinceSchilling
15907,@VinceSchilling it hurts my heart that you experienced this. You are truly brave to share this.all my love and respect to you brother.,hutchmichael197,VinceSchilling
15908,@VinceSchilling it hurts my heart that you experienced this. You are truly brave to share this.all my love and respect to you brother.,hutchmichael197,VinceSchilling
15909,@VinceSchilling Thank you for being a strong voice.,ayatlin,VinceSchilling
15910,@VinceSchilling @DelSchilling : Brother Vince you have my greatest love and respect. Here is someone equally brave : https://t.co/e1NYSyxnxu,PinGDP,VinceSchilling
15911,".@VinceSchilling @twinflamesband has a few worthy tunes and are amazing live! https://t.co/SDj6tjEcxW
.@twinflamesband song that resonates with me.  https://t.co/Zn0FOKAJJn #searchlight2016",Abitawiskwe,VinceSchilling
15912,@VinceSchilling @Nativetrailblaz thanks Vince..,twinflamesband,VinceSchilling
15913,"@VinceSchilling @DelSchilling HOLY CUTENESS, BATMAN!!!",theSarawithanH,VinceSchilling
15914,@VinceSchilling @701NDN @DelSchilling Thank U for speaking out &amp; making a stand! I'm sure it wasn't easy but you're very courageous #strong❤,sheryl_monk,VinceSchilling
15915,"Now, @VinceSchilling lol - You are Biased.  &lt;3",DelSchilling,VinceSchilling
15916,@VinceSchilling @DelSchilling She does look like trouble! 😉,sheryl_monk,VinceSchilling
15917,@VinceSchilling Wanted you to know somebody got it .. classic,YansaAkta,VinceSchilling
15918,"@VinceSchilling 
6 minutes 
6 minutes 
6 minutes Doug E Fresh you're on.. 

https://t.co/djNQR0IuuA",YansaAkta,VinceSchilling
15919,@VinceSchilling - I'd woof that sucker up so fast 😰😂😰 https://t.co/QU0jpprCgx,Mitsawokett,VinceSchilling
15920,@VinceSchilling Thanks for making your suicide prevention video! Amazing and touching! You are a Strong N Proud Warrior! Keep inspiring!,SNPApparel,VinceSchilling
15921,Hey @Jubafisher - this too! Adam Beach as Slipknot “Nails It” in Third Suicide Squad Trailer - https://t.co/VtDsb5WWYC #NativeNerds,VinceSchilling,VinceSchilling
15922,@VinceSchilling OH DARN DOES THIS MEAN THE END OF A ERA OR WE GET A BIGGER &amp; BETTER PROP IALWAYS LIKEDTHIDEATHAT HE WAS OUT THEREIEVENDREWIT,susanehhorton2,VinceSchilling
15923,@VinceSchilling SENDING HIM PRAYERS,susanehhorton2,VinceSchilling
15924,@VinceSchilling @DelSchilling Good Morning! Please follow our radio show @commUNITYTalks_ promoting solidarity and community.,Sietewilliams,VinceSchilling
15925,@VinceSchilling @A_Heretic @indiancountry Wow great headgear I have this on my wall I know this man hes so very talented &amp;a very good friend,susanehhorton2,VinceSchilling
15926,"@VinceSchilling here's a good story for you
https://t.co/EVE9alggJc
#OccupyINAC now this is how to protest #FirstNations ( @deeshanger live at https://t.co/T2ON249JOo)",UnToldCarlisle,VinceSchilling
15927,@VinceSchilling sent u a dm,smokinbuffalo1,VinceSchilling
15928,"@VinceSchilling @Ralphie_May @Nativetrailblaz finally listened. I appreciate your appearance, and I accept your apology. #nativepride",nathan_parisien,VinceSchilling
15929,"@VinceSchilling @MochaLisaccino @smokinbuffalo1 Is the term ""Enrolled"" American? Is it like ""status"" in Canada?",Ciocia,VinceSchilling
15930,"@VinceSchilling ok that's good to know, just tryna filter thru all that I've read lately - &amp; I'm familiar w/u usually watch yer vids 🤗",smokinbuffalo1,VinceSchilling
15931,@VinceSchilling so is the editor non-native ?,smokinbuffalo1,VinceSchilling
15932,@VinceSchilling thanks for the words of encouragement ✊🏾,_JJern,VinceSchilling
15933,@VinceSchilling appreciate that sir. Thanks for taking the time out to come visit us,_JJern,VinceSchilling
15934,@VinceSchilling 0/ I'll #fistpump dis 4ya!!! #FamBam #Str8N8v4LYF Style &lt;3 \m/,RoknRob121,VinceSchilling
15935,@VinceSchilling ends and we can talk?  Last minute I know,TracyFortShow,VinceSchilling
15936,@VinceSchilling would love to have you call in...Adrianne has about 45 minutes and I want to commit those to her but welcome to call towards,TracyFortShow,VinceSchilling
15937,"@VinceSchilling @MahpiyaWaciWin Hey Vincent, writer here. I'd love more details.",realcrowsong,VinceSchilling
15938,@VinceSchilling @MahpiyaWaciWin i would also suggest tweeting to @WritersofColor to amplify your call for writers,SubMedina,VinceSchilling
15939,@VinceSchilling I have a show with @AdrianneComedy in just a few at 11 CST  Hope you can listen or listen to replay.,TracyFortShow,VinceSchilling
15940,"@VinceSchilling  @Nativetrailblaz This is so important. I was really, really moved.",TracyFortShow,VinceSchilling
15941,@VinceSchilling  @Nativetrailblaz great show.  Would you guys be willing to come on my show and talk about it. No rival show here trust me,TracyFortShow,VinceSchilling
15942,@VinceSchilling @Nativetrailblaz  This was absolutely fantastic.  I was moved.  I am a very small part Choctaw Indian and I learned so much,TracyFortShow,VinceSchilling
15943,"@VinceSchilling @DelSchilling Sometimes I get tired of having to educate others, but if we don't do it, then no one gets the right info.",Force10Rulz,VinceSchilling
15944,@VinceSchilling @DelSchilling Thank you so much for having the talk with Ralphie. As a rape &amp; stalking survivor laughter is important 4 me,Force10Rulz,VinceSchilling
15945,"@VinceSchilling @Ralphie_May @Nativetrailblaz 0/ I'm all for educating &amp; forgiving but Ima still #fistpump every show cancellation, tho \m/",RoknRob121,VinceSchilling
15946,@VinceSchilling @Ralphie_May @Nativetrailblaz @blogtalkradio thank you,hutchmichael197,VinceSchilling
15947,@VinceSchilling @DelSchilling Is there a way to hear todays blog. I only got half of it. Bad signal in my area,hutchmichael197,VinceSchilling
15948,@VinceSchilling @Ralphie_May Native Americans did you a great honour today Ralphie by explaining their perspectives. Now walk the talk!,GreatPlainsRead,VinceSchilling
15949,"@VinceSchilling If not, can you recommend other local activists they could reach out to?",SDS_Sunlight,VinceSchilling
15950,@VinceSchilling Re: congressional candidates in VA: can they reach out to you for help evolving ideas on tribal &amp; urban native policy?,SDS_Sunlight,VinceSchilling
15951,"@VinceSchilling @Ralphie_May Did you ask him about the deleted tweets? https://t.co/jacagLgyFu
So, Ralphie May says his comments re; Indians were taken out of context. Ok. What's context for this? https://t.co/XX7KqSdpKt",drivewest,VinceSchilling
15952,@VinceSchilling  @Ralphie_May Hell he's lucky Unci/Grandmother can't get to him Done pissed off Unci,AmericanIndian8,VinceSchilling
15953,@VinceSchilling Yea but some times you don't  @Ralphie_May We'll see how many casinos he plays 1 down working on a 2nd We r not a joke,AmericanIndian8,VinceSchilling
15954,@VinceSchilling @Nativetrailblaz  https://t.co/9Q1ywLoTGx.  They're feeling 2 comfortable with this kind of talk. This is not acceptable.,cjpetoskey,VinceSchilling
15955,@VinceSchilling @Ralphie_May @ICTMN_Arts Vince why you such a cheerleader for this guy He blamed others then wants to half ass apologize,AmericanIndian8,VinceSchilling
15956,@VinceSchilling @asenap Thanks again for the article!,SkinsPlex,VinceSchilling
15957,@VinceSchilling @Ralphie_May @Nativetrailblaz Who cares,AmericanIndian8,VinceSchilling
15958,@VinceSchilling @Ralphie_May @Nativetrailblaz @tonyenos @DelSchilling This is very productive. #LoveTrumpsHate,AdrianneComedy,VinceSchilling
15959,"@VinceSchilling @nativevoter Vince good job on the Ralphie May coverage. When people dialogue, there is understanding and growth",MarcYaffee,VinceSchilling
15960,@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling  Can't fight hate speech with hate speech. Time for peaceful resolve &amp; education,NERDSProud,VinceSchilling
15961,@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling I will be sure to tune in .. Sharing Miigwech,WeLiveNative,VinceSchilling
15962,"@VinceSchilling @MShiningElk @Nativetrailblaz Michelle, you be the voice of the children who are being kept from their biological parent(s)!",ToosieJoie,VinceSchilling
15963,@VinceSchilling what's your take on Ralphie may?,StenJoddi,VinceSchilling
15964,@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling but at least give us the option to make our own determination,msimmons444,VinceSchilling
15965,"@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling it in its entirety? I don't think you can come back from what was ""edited""",msimmons444,VinceSchilling
15966,"@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling since he says it was taken out of context &amp; heavily edited, why haven't we heard",msimmons444,VinceSchilling
15967,@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling This walking heart attack doesn't get it He was wrong but he put it on others,AmericanIndian8,VinceSchilling
15968,"@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling No humor should be racially charged Humor degrading others,then its' not humor",AmericanIndian8,VinceSchilling
15969,@VinceSchilling @Ralphie_May you don't go biting heads off and later try to sew them back on,rezfanNFL1,VinceSchilling
15970,"@VinceSchilling @Ralphie_May @DelSchilling No Laughing matter, get the word out. It's Illegal to use the legal name. https://t.co/NVioGKvCQF",losethenamenow,VinceSchilling
15971,@VinceSchilling @Ralphie_May @Nativetrailblaz @DelSchilling should be interesting.,commoditypusher,VinceSchilling
15972,@VinceSchilling Sounds like the Bemidji show has been cancelled,WhiteEagleM,VinceSchilling
15973,@VinceSchilling @Ralphie_May leave it it Vince to get the story. #journalism,jeremyfultz,VinceSchilling
15974,"@VinceSchilling @Ralphie_May Big fan. Any chance being able to make our own minds up, checking it out in its entirety. Want to stay a fan.",Jjaj333,VinceSchilling
15975,"@VinceSchilling @MShiningElk @Nativetrailblaz 
Please retweet",Sweetme4u4462,VinceSchilling
15976,"@VinceSchilling @Ralphie_May ""hate &amp; racism"" comes in all forms. You can sugarcoat it &amp; it's still hate &amp; racism. No Pass for Hate/Racism.",NavajoFilmmaker,VinceSchilling
15977,@VinceSchilling this is why Americans shouldn't do comedy. 😂,awedgewood,VinceSchilling
15978,@VinceSchilling @Ralphie_May @indiancountry some things that are said can not be taken back,hutchmichael197,VinceSchilling
15979,@VinceSchilling It was posted on the local newspaper website here in Fargo that May's show in Bemidji was cancelled.,DakotaCelt,VinceSchilling
15980,"@VinceSchilling Well, that was a turnaround from twenty four hours ago. Here's hoping that he learned something, at least.",fangirlsmash,VinceSchilling
15981,@VinceSchilling @Ralphie_May Joan Rivers would make fun of the death camps Jews did not flip out they got the joke. Native Americans chill,psychopappy1961,VinceSchilling
15982,@VinceSchilling @Ralphie_May ralphie may is a man who try's to help people NOT hurt people. Look at his past you will see a gentleman,gemjones72,VinceSchilling
15983,@VinceSchilling Thank you for giving me the opportunity to speak to you.,Ralphie_May,VinceSchilling
15984,@VinceSchilling @DelSchilling pls ask ppl to call the Orpheum in SD 605-367-4616 n protest Ralphie May's engagement https://t.co/sJ8GjHqewm,tonyenos,VinceSchilling
15985,"@VinceSchilling this is a member of Savage Family, the group that sampled Ralphie May. The excerpt is from ""The Big Black Comedy Show""",SAVAGEFAMSeowa,VinceSchilling
15986,@VinceSchilling 0/ I want to Thank-You for infecting Positive Change in Indian Country @CanteZuyawin doesn't Believe #Str8N8v4LYF Style♥ \m/,RoknRob121,VinceSchilling
15987,"@VinceSchilling can't and he *lives* with her 😭😭😭 https://t.co/aAOouTuBnf
#FunFact
@MochaLisaccino is the Only Person that can make @SophiaChihuahua Bark and Jump up and down Over the Phone! https://t.co/PRJc06YfVg",Mitsawokett,VinceSchilling
15988,@VinceSchilling Iron Eyes got the nod  https://t.co/8OcnfjGUvR,DakotaCelt,VinceSchilling
15989,@VinceSchilling I'm hoping he gets this nom. His honesty is refreshing. https://t.co/XD12SWEtAO #NDNPoliticians,DakotaCelt,VinceSchilling
15990,@VinceSchilling @MShiningElk @sctuten Awesome - I look forward to it.,SoutheastNative,VinceSchilling
15991,"@VinceSchilling do you know that i worked w/someone who played lacrosse all thru school &amp; i had to explain the origin?'wow, i never knew'",Gluonsrule,VinceSchilling
15992,"@VinceSchilling @BarackObama 😂😂😂😂😂😂
Allllllmost. But I got it in control, yeah. Mmm-hmm. ✌😎",LylaLarimore,VinceSchilling
15993,"@VinceSchilling yo, question When you talk to Native Christians and they say they follow Jesus and not the religion how can they separate it",rezzhead,VinceSchilling
15994,@VinceSchilling @JeffreyVeregge Migwetch!!,JayOdjick,VinceSchilling
15995,"@VinceSchilling @JayOdjick Thanks Vincent, appreciate the luv brother!",JeffreyVeregge,VinceSchilling
15996,@VinceSchilling Now if only we could recognize the 700th Pueblo cultural anniversary.,count_01,VinceSchilling
15997,"@VinceSchilling @DelSchilling I only really speak one but I can cuss in 3. Where does that leave me? 
I totally agree with you though!",KSkinner221,VinceSchilling
15998,"@VinceSchilling (I'm excited for Suicide Squad, too. Have you read John Ostrander's original Suicide Squad? A+++!)",fangirlsmash,VinceSchilling
15999,"@VinceSchilling I started early. Mom had me reading Marvel and DC starting at age 8. Silver Surfer, X-Men, Avengers, Green Lantern, FF.",fangirlsmash,VinceSchilling
16000,@VinceSchilling *looks at my hundreds of long boxes filled with comics* ...why haven't we talked about this before? https://t.co/kCTNJzdaPG,fangirlsmash,VinceSchilling
16001,"@VinceSchilling ...and stops giving a s**t completely about being polite. It was great. Then there's Grant Morrison's Aquaman, also great.",fangirlsmash,VinceSchilling
16002,"@VinceSchilling I loved the JLA too. Peter David wrote an absolutely stunning run on Aquaman where Arthur loses a hand, grows a beard...",fangirlsmash,VinceSchilling
16003,"@VinceSchilling I was so worked up that I misspelled my last tweet, see what happens when nerds fight?!",fangirlsmash,VinceSchilling
16004,@VinceSchilling Aquaman punches out the Night Gods every year. His trident can cut Superman. He can control *all* biological life.,fangirlsmash,VinceSchilling
16005,"@VinceSchilling Whoa whoa whoa there, fellow geek, you have called Aquman ""sad,"" now we must have a geek duel, that will not stand.",fangirlsmash,VinceSchilling
16006,"@VinceSchilling you two make me smile-- often. so cute. so loving. so...get a room. (i'm kidding, stop cryin')",Gluonsrule,VinceSchilling
16007,@VinceSchilling @DelSchilling Ha ha I agree,EnglishLehrer,VinceSchilling
16008,@VinceSchilling @DelSchilling Truth :),powhatannative,VinceSchilling
16009,@VinceSchilling @DelSchilling  I am in the U.S. now and they change their language weekly so how can one learn.,JettiWhitewolf,VinceSchilling
16010,@VinceSchilling @AP @adamschreck sad news....its a shame xenophobia killed another good source of journalism :(,IndigiGenius,VinceSchilling
16011,@VinceSchilling Happy Easter to you and family 🐤🐤🐤🐣🐰🐰 Enchanté a de le temps (cheers to spring time ),fireyredhead57,VinceSchilling
16012,"@VinceSchilling Backatcha!
My Sheba! https://t.co/b6aMkAEzKw",Good_deed_Doer,VinceSchilling
16013,@VinceSchilling what's it like have a chihuahua? I have the dangerous attack chihuahua and it's like having a mass murderer in the (cont…,whitespider1066,VinceSchilling
16014,@VinceSchilling …cont) house I fear for my life.,whitespider1066,VinceSchilling
16015,"@VinceSchilling People think I'm crazy to learn a little Gaelic Irish, German, French, and Lakota/Dakota. Languages are important",DakotaCelt,VinceSchilling
16016,"@VinceSchilling @freebirdsartist What a beautiful bird! I saw an eagle once, closeup! IT was an amazing sight.",DakotaCelt,VinceSchilling
16017,"@VinceSchilling *contemplates language tree of the Americas*
*brainfizzle*
""Speaking American"" is a superhuman task.",EPBeaumont,VinceSchilling
16018,"@VinceSchilling I just read your ""Indian Names"" article! Hilarious! But what about ""bear?""",TimoteoSHonesto,VinceSchilling
16019,"@VinceSchilling ..I even like the phrase ""broken english"" lol.  Some accents sound nice.  Some of my fav poetry is from ppl of diff tongues.",Outshyned,VinceSchilling
16020,"@VinceSchilling actually when I hear most Americans speak English I think ""They've broken it"" 😉",awedgewood,VinceSchilling
16021,@VinceSchilling @POTUS @BarackObama @JustinTrudeau 0/ Listening loud &amp; proud @KILIradio today!!! #Str8N8v4LYF Style ◊ ♥ \m/\m/ ♥ ◊,RoknRob121,VinceSchilling
16022,@VinceSchilling I told him I will never solely identify myself as American.,_NativeInLA,VinceSchilling
16023,@VinceSchilling should identify themselves as American and nothing else to separate all of us,_NativeInLA,VinceSchilling
